ID,conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,translated_text,sentiment
610,1.81E+18,Sat Jul 06 15:11:07 +0000 2024,3,หายไป4 วันแล้วว ช่วงพักผ่อนไหม คิดถึงแกนะแจมิน JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,1,0,3,https://x.com/NanaJMrabbit/status/1809606005048898009,1.43E+18,NanaJMrabbit,"I've been gone for 4 days. Is it time to rest? I miss you, Jaemin. JAEMIN PHOTOGRAPHER DEBUT",Positive
611,1.81E+18,Sat Jul 06 14:11:47 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/7Dreamfam/status/1809591073397960853,1.49E+18,7Dreamfam,JAEMIN PHOTOGRAPHER DEBUT,Positive
612,1.81E+18,Sat Jul 06 14:41:01 +0000 2024,262,ジェミン 写真展 NARCISSISM 記録 並んでいる時から広がるジェミンちゃんの香水に似た、涼しげな夏に似合う爽やかな香り。ジェミンちゃんの日本語のドーセントに感動し、写真を見て涙が出そうになり、細部までこだわりを感じる,1.81E+18,ja,2,2,23,https://x.com/jaune_ange_o0/status/1809598430634995985,1.55E+18,jaune_ange_o0,"Jaemin Photo Exhibition NARCISSISM Record A refreshing scent that suits the cool summer, similar to Jaemin's perfume that spreads from the moment you stand in line. I was so moved by Jaemin's Japanese docent that I almost cried when I looked at the photo, and I felt the attention to detail.",Positive
613,1.81E+18,Sat Jul 06 14:49:24 +0000 2024,1,วันที่ 8 ได้เข้าไปชมความตั้งใจของคุณช่างภาพสักที เอาจริงๆนี่แอบร้องไห้นิดหน่อย ยิ่งตอนได้ฟังที่แจมินพูด เขาใส่ใจทุกอย่างแบบทุกอย่างจริงๆ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/P_I_Cia/status/1809600542500614331,1605534002,P_I_Cia,"On the 8th day, I went to see the photographer's intentions. Honestly, I secretly cried a little. Especially when listening to what Jaemin said. He truly cares about everything. JAEMIN PHOTOGRAPHER DEBUT",Positive
614,1.81E+18,Sat Jul 06 16:02:20 +0000 2024,5,𝐽𝐴𝐸𝑀𝐼𝑁,1.81E+18,hi,0,0,5,https://x.com/fullsun_donggle/status/1809618895508238704,1.66E+18,fullsun_donggle,𝐽𝐴𝐸𝑀𝐼𝑁,Positive
615,1.81E+18,Sat Jul 06 14:56:57 +0000 2024,0,ไอติมรส lavender honey รสชาติแปลกใหม่ม้าก หอมดอกไม้จริงๆอยากให้มาลองเลยทุกคน ที่ปีนังมาเลเซีย อยากให้ tds3 มีที่มาเลด้วยจังค่ะ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/newkidsgoods/status/1809602440582549919,1.19E+18,newkidsgoods,"Lavender honey ice cream, a very exotic taste. It really smells like flowers. I want everyone to come and try it. In Penang, Malaysia, I really want tds3 to have a Malaysia location as well. JAEMIN PHOTOGRAPHER DEBUT",Positive
616,1.81E+18,Sat Jul 06 14:38:25 +0000 2024,1,ส่วนหนึ่งของผลประกอบการคนไม่ได้นอนจะสองวัน รักแจมินนะคับ ถุงขาวนั่นมะเก่ว,1.81E+18,th,0,0,0,https://x.com/P_I_Cia/status/1809597779410579735,1605534002,P_I_Cia,Part of the turnover is that people don't sleep for two days. I love Jaemin. That white bag is a macaw.,Positive
617,1.81E+18,Sat Jul 06 14:04:11 +0000 2024,0,คุณช่างภาพ นา แจมิน คนเก่ง งานนิทรรศการเข้าสู่วีคที่ 2 อย่างเป็นทางการแล้วแต่ก็ยังคงมีคนมางานอย่างล้นหลาม คนนอกก็สนใจ คนในก็อยากไปซ้ำ แจมิน เก่งมาก ๆ เลยน้าเนี่ย JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/homiepleased/status/1809589162066202833,1.05E+18,homiepleased,"Mr. Na Jaemin, a talented photographer. The exhibition has officially entered its 2nd week, but there are still many people coming to the event. Outsiders are interested, and insiders want to go again. Jaemin is very talented. JAEMIN PHOTOGRAPHER DEBUT",Positive
618,1.81E+18,Sat Jul 06 17:46:15 +0000 2024,0,งาน ของ พี่แจมิน ได้มาทั้งหมด 3 ใบ ยากมากแต่คนกดไม่ท้อคนรอไม่ทิ้ง,1.81E+18,th,0,0,0,https://x.com/ticketmelbourne/status/1809645047941669222,1.67E+18,ticketmelbourne,"P'Jaemin's work has gotten all 3 tickets. It's very difficult, but those who push don't give up, those who wait don't abandon them.",Positive
619,1.81E+18,Sat Jul 06 16:13:30 +0000 2024,1,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,1,https://x.com/namochimol813/status/1809621707805847689,1.65E+18,namochimol813,JAEMIN PHOTOGRAPHER DEBUT,Positive
620,1.81E+18,Sat Jul 06 15:17:44 +0000 2024,1,voltando pro nct zone pq ta chegando aniversário do jaemin,1.81E+18,pt,0,0,0,https://x.com/worldwoonie/status/1809607671882084697,1.59E+18,worldwoonie,going back to the nct zone because jaemin's birthday is coming up,Positive
621,1.81E+18,Thu Jul 04 00:38:00 +0000 2024,3,เช้านี้พิ่มาเทรนด์แท็กให้แจมมี่วันที่6ล้าา JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,3,https://x.com/onyourhokepeep/status/1808661501903085668,7.85E+17,onyourhokepeep,"This morning, I'm trending the tag for Jammy on the 6th. JAEMIN PHOTOGRAPHER DEBUT",Positive
622,1.81E+18,Thu Jul 04 00:46:19 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/real___mia/status/1808663595275989375,1.39E+18,real___mia,JAEMIN PHOTOGRAPHER DEBUT,Positive
623,1.81E+18,Thu Jul 04 00:51:24 +0000 2024,9,passion for photography has been known to fans for a considerable amount of time He has demonstrated his dedication to his hobby of photography by taking photographs of members and meticulously editing the color grading even while adhering to his schedule Fans have,1.81E+18,en,1,2,5,https://x.com/hueofserenity/status/1808664874731647366,540700934,hueofserenity,passion for photography has been known to fans for a considerable amount of time He has demonstrated his dedication to his hobby of photography by taking photographs of members and meticulously editing the color grading even while adhering to his schedule Fans have,Positive
624,1.81E+18,Thu Jul 04 00:07:19 +0000 2024,400,Day 6 with NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,6,287,419,https://x.com/hourlyjaeminn/status/1808653784094290205,1.55E+18,hourlyjaeminn,Day 6 with NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,Positive
625,1.81E+18,Thu Jul 04 00:56:42 +0000 2024,283,let s go for narcissism by photographer jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,3,126,169,https://x.com/jungshasa/status/1808666210315481214,1.31E+18,jungshasa,let s go for narcissism by photographer jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
626,1.81E+18,Thu Jul 04 01:10:31 +0000 2024,2,지각생 하염없이 줄을 기다리지,1.81E+18,ko,0,0,0,https://x.com/zzing0420/status/1808669686663630911,1.68E+18,zzing0420,Latecomers wait endlessly in line,Positive
628,1.81E+18,Thu Jul 04 01:06:43 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,1,0,https://x.com/luvjaeminee/status/1808668730462982165,1.34E+18,luvjaeminee,JAEMIN PHOTOGRAPHER DEBUT,Positive
629,1.81E+18,Thu Jul 04 00:59:55 +0000 2024,219,DAY6 กับงานนิทรรศการของแจมิน ขอคนละ1เมนชั่น 1รีทวิต เป็นกำลังใจให้แจมินกันค่าา ปู๊นๆ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,184,594,https://x.com/najaeispua/status/1808667020122337737,1.01E+18,najaeispua,DAY6 and Jaemin's exhibition Please give 1 comment and 1 retweet each to support Jaemin. Pooh. JAEMIN PHOTOGRAPHER DEBUT,Positive
630,1.81E+18,Thu Jul 04 01:10:46 +0000 2024,1,Day 6 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,2,0,https://x.com/hamt00ri/status/1808669750811398628,1.29E+18,hamt00ri,Day 6 JAEMIN PHOTOGRAPHER DEBUT,Positive
631,1.81E+18,Thu Jul 04 01:02:53 +0000 2024,1,วันที่ 6 สวัสดีตอนเช้าน้าคุณตากล้องนา ขอให้วันนี้เป็นวันที่ดีครับ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,2,https://x.com/deardelion/status/1808667766725169575,229854069,deardelion,"Day 6 Good morning, Aunt Ta Klong Na. May today be a good day. JAEMIN PHOTOGRAPHER DEBUT",Positive
632,1.81E+18,Thu Jul 04 00:55:56 +0000 2024,1,Day6 คุณช่างภาพสุดหล่อของเราเก่งจังเลยน้า JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,1,2,https://x.com/lhchanajm/status/1808666015737524358,1.68E+18,lhchanajm,Day6 Our handsome photographer is very talented. JAEMIN PHOTOGRAPHER DEBUT,Positive
633,1.81E+18,Thu Jul 04 01:16:26 +0000 2024,19,Day6 ของคุณช่างภาพคับ วันนี้ก็ให้ราบรื่นฝนไม่ตกนะค้าบบ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,5,48,https://x.com/tonyjaem/status/1808671174920188161,2290414357,tonyjaem,Day6 of the photographer. May today be smooth and no rain. JAEMIN PHOTOGRAPHER DEBUT,Positive
634,1.81E+18,Thu Jul 04 00:53:36 +0000 2024,0,DAY 6 NARCISSISM ‍ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,1,0,https://x.com/niezjaemine/status/1808665431584223353,1.67E+18,niezjaemine,DAY 6 NARCISSISM ‍ JAEMIN PHOTOGRAPHER DEBUT,Positive
635,1.81E+18,Thu Jul 04 01:06:45 +0000 2024,2,Day 6 มาเป็นกำลังใจให้คุณช่างภาพด้วยนะคะ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,0,1,https://x.com/Cat01Jm/status/1808668740218933571,1.17E+18,Cat01Jm,Day 6 Come and support the photographers too. JAEMIN PHOTOGRAPHER DEBUT,Positive
636,1.81E+18,Thu Jul 04 00:17:49 +0000 2024,0,GURL WDYM ITS ALMOST A WEEK I STILL FEEL LIKE IN DAY 1 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/heartshaped813/status/1808656423821185025,1.78E+18,heartshaped813,GIRL WDYM IT'S ALMOST A WEEK I STILL FEEL LIKE IN DAY 1 JAEMIN PHOTOGRAPHER DEBUT,Positive
637,1.81E+18,Thu Jul 04 00:26:50 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/00na_jaemin/status/1808658692138807801,1.29E+18,00na_jaemin,JAEMIN PHOTOGRAPHER DEBUT,Positive
638,1.81E+18,Thu Jul 04 00:30:52 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/coretanaad/status/1808659708536033517,1.77E+18,coretanaad,JAEMIN PHOTOGRAPHER DEBUT,Positive
639,1.81E+18,Thu Jul 04 00:34:11 +0000 2024,0,แสนเท่เลย JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/pchmimix/status/1808660541692350625,1.39E+18,pchmimix,Very cool. JAEMIN PHOTOGRAPHER DEBUT,Positive
640,1.81E+18,Thu Jul 04 00:31:39 +0000 2024,0,Day 6 w NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/iiwnnwii/status/1808659904309383203,1.17E+18,iiwnnwii,Day 6 w NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,Positive
641,1.81E+18,Thu Jul 04 00:07:19 +0000 2024,477,งานภาพถ่ายวันที่ 6 ของคุณช่างภาพนาแจมิน ขอแสดงความยินดีด้วยทุกทุกวันที่งานกำลังดำเนินไปนะคะ เทรนให้แท็กอยู่กับเราๆไปจนถึงวันจบงานกันค่ะ ︎ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,291,1311,https://x.com/yournananut/status/1808653783066685635,2842487948,yournananut,Day 6 of photography work by photographer Na Jae Min. Congratulations every day that the work is progressing. Let's train Tag to stay with us until the end of the event. ︎ JAEMIN PHOTOGRAPHER DEBUT,Positive
642,1.81E+18,Thu Jul 04 00:00:04 +0000 2024,572,มาร่วมกันเป็นกำลังใจให้คุณช่างภาพ ด้วยการแชร์ภาพพร้อมติดแท็กกันค่ะ 𝗗𝗔𝗬 𝟲 แชร์รูปแจมินถือกล้องที่ชอบที่สุด Share your favorite picture of Jaemin holding a camera JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,6,241,1484,https://x.com/jaemin_th/status/1808651959425249294,3235352208,jaemin_th,Let's come together to support photographers. By sharing pictures and tagging them 𝗗𝗔𝗬 𝟲 Share your favorite picture of Jaemin holding a camera JAEMIN PHOTOGRAPHER DEBUT,Positive
643,1.81E+18,Thu Jul 04 00:03:48 +0000 2024,0,Day 6 Narcissism JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jnyupies/status/1808652895853949306,1.60E+18,jnyupies,Day 6 Narcissism JAEMIN PHOTOGRAPHER DEBUT,Positive
644,1.81E+18,Thu Jul 04 00:05:15 +0000 2024,0,DAY 6 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,2,0,https://x.com/kopijaemjams/status/1808653262750626106,1.13E+18,kopijaemjams,DAY 6 JAEMIN PHOTOGRAPHER DEBUT,Positive
645,1.81E+18,Thu Jul 04 00:03:16 +0000 2024,5,แบบสุดๆ แจมินเท่หล่อมากๆ เลยคับ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,0,4,https://x.com/ykjamseul/status/1808652761602609510,1.11E+18,ykjamseul,Very cool. Jaemin is very cool and handsome. JAEMIN PHOTOGRAPHER DEBUT,Positive
646,1.81E+18,Thu Jul 04 00:04:38 +0000 2024,1,รูปนี้ก็เท่มากๆ แบบแจมิ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,0,3,https://x.com/ykjamseul/status/1808653109000036442,1.11E+18,ykjamseul,This picture is very cool like Jaemin. JAEMIN PHOTOGRAPHER DEBUT,Positive
647,1.81E+18,Thu Jul 04 00:04:50 +0000 2024,1,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,1,https://x.com/Katz0/status/1808653157079396501,1.03E+18,Katz0,JAEMIN PHOTOGRAPHER DEBUT,Positive
648,1.81E+18,Thu Jul 04 00:06:17 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/yuta_ta2_/status/1808653522722042060,1.66E+18,yuta_ta2_,JAEMIN PHOTOGRAPHER DEBUT,Positive
649,1.81E+18,Thu Jul 04 00:03:49 +0000 2024,0,2nd e hibition let s goo JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,1,https://x.com/nakochanniee/status/1808652900555706593,1.72E+18,nakochanniee,2nd exhibition let's go JAEMIN PHOTOGRAPHER DEBUT,Positive
650,1.81E+18,Thu Jul 04 00:05:11 +0000 2024,0,DAY 6 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/mybelovedcat/status/1808653246552232233,9.97E+17,mybelovedcat,DAY 6 JAEMIN PHOTOGRAPHER DEBUT,Positive
651,1.81E+18,Thu Jul 04 00:03:42 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/yuulucusekalii/status/1808652872806248900,1.47E+18,yuulucusekalii,JAEMIN PHOTOGRAPHER DEBUT,Positive
652,1.81E+18,Thu Jul 04 00:06:09 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/mytriplejay/status/1808653487301087468,1.42E+18,mytriplejay,JAEMIN PHOTOGRAPHER DEBUT,Positive
653,1.81E+18,Thu Jul 04 00:07:08 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/hhxhe/status/1808653734123294964,2517285384,hhxhe,JAEMIN PHOTOGRAPHER DEBUT,Positive
654,1.81E+18,Thu Jul 04 00:02:53 +0000 2024,0,나르시시즘 의 재해석 NCT 재민 첫 사진전 직접 가보니 [HI현장] 출처 네이버 스포츠 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,ko,0,0,0,https://x.com/TNJM1302/status/1808652667281158595,1.63E+18,TNJM1302,Reinterpretation of narcissism NCT Jaemin's first photo exhibition in person [HI site] Source Naver Sports JAEMIN PHOTOGRAPHER DEBUT,Positive
655,1.81E+18,Thu Jul 04 00:04:55 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/pk__june/status/1808653179342762249,1.37E+18,pk__june,JAEMIN PHOTOGRAPHER DEBUT,Positive
656,1.81E+18,Wed Jul 10 08:53:27 +0000 2024,49,เราสามารถฟังเสียงพี่แจมินพูดอิ้งในงานนิทรรศการแบบนี้ทั้งวันได้ไหม เขาพูดเสียงดีมาก เข้าใจง่ายมาก แล้วเขินเสียงหล่อทุ้มมากอะ มาเจอประโยคเปิดจบที่ Now may I show you the world that I see คือนี่ ฮื รักพี่แจมินน้ ㅜㅜ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,129,https://x.com/yournananut/status/1810960515327480251,2842487948,yournananut,"Can we listen to Jaemin hyung talk at an exhibition like this all day? He speaks very well. Very easy to understand And I'm embarrassed by my handsome, deep voice. Came across the opening sentence: Now may I show you the world that I see. This is it. I love you Jaemin ㅜㅜ JAEMIN PHOTOGRAPHER DEBUT",Positive
657,1.81E+18,Wed Jul 10 08:18:56 +0000 2024,15,재민이의 시선이 담긴 곳에 다녀왔어요,1.81E+18,ko,0,0,17,https://x.com/nxjmint/status/1810951829473378354,1.35E+18,nxjmint,I went to a place filled with Jaemin’s eyes.,Positive
658,1.81E+18,Wed Jul 10 09:02:29 +0000 2024,42,ขอบคุณสำหรับงานเจ๋งๆคับ จะไปให้ได้ไม่กลัวตม คือได้มาจริงๆ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,124,https://x.com/yournananut/status/1810962787482620254,2842487948,yournananut,"Thank you for the awesome work. I'll go and not be afraid. Well, I really got it. JAEMIN PHOTOGRAPHER DEBUT",Positive
659,1.81E+18,Wed Jul 10 09:46:24 +0000 2024,25,𝙉𝘼𝙍𝘾𝙄𝙎𝙎𝙄𝙎𝙈 재민 전시회 재민이가 카메라로 찍은 정성이 느껴져서 보는 내내 미소가 안 내려갔어요 ⸝ ⸝ 드림이를 사랑하는 팬들이 한 곳에 모여서 사진을 본다는게 의미있는 시간이였고 잊지 못 할 하루였습니다,1.81E+18,ko,0,2,1,https://x.com/zrv1e/status/1810973840190939185,1.73E+18,zrv1e,"𝙉𝘼𝙍𝘾𝙄𝙎𝙎𝙄𝙎𝙈 Jaemin's exhibition I couldn't help but smile while watching it because I could feel the sincerity with which Jaemin took it with his camera ⸝ ⸝ It was a meaningful time for fans who love Dream to gather in one place to look at the photos, and it was an unforgettable day.",Positive
660,1.81E+18,Wed Jul 10 09:32:40 +0000 2024,35,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,75,https://x.com/mdkhmkxm/status/1810970384738517050,137664428,mdkhmkxm,JAEMIN PHOTOGRAPHER DEBUT,Positive
661,1.81E+18,Wed Jul 10 10:12:32 +0000 2024,42,Sun kissed JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,2,24,https://x.com/dailyjaeminn_/status/1810980417773732007,1.79E+18,dailyjaeminn_,Sun kissed JAEMIN PHOTOGRAPHER DEBUT,Positive
662,1.81E+18,Wed Jul 10 10:05:30 +0000 2024,3,[100724] Actualización de SnackPaper en Weibo con JAEMIN SHARING COOKIES SPOKESPERSON,1.81E+18,es,0,0,1,https://x.com/JaeminArgentina/status/1810978645667696841,1.68E+18,JaeminArgentina,[100724] SnackPaper update on Weibo with JAEMIN SHARING COOKIES SPOKESPERSON,Neutral
663,1.81E+18,Wed Jul 10 09:06:58 +0000 2024,203,สิ่งนี้น่าจะเป็น ฟุตเทจพี่ตากล้องที่หล่อที่สุดแล้ว พี่แจมินหล่อมา ㅜㅜ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,1,0,544,https://x.com/yournananut/status/1810963918690668958,2842487948,yournananut,This would be The most handsome footage of the photographer. Brother Jaemin is handsome ㅜㅜ JAEMIN PHOTOGRAPHER DEBUT,Positive
664,1.81E+18,Wed Jul 10 08:53:39 +0000 2024,0,เจ้าของนิทรรศการอมแมวค่ะ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,0,19,https://x.com/noturpiper/status/1810960567613673480,9.07E+17,noturpiper,Owner of the cat sucking exhibition JAEMIN PHOTOGRAPHER DEBUT,Positive
665,1.81E+18,Wed Jul 10 08:32:07 +0000 2024,0,LUCKY JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,4,https://x.com/_bmxxpnp/status/1810955145238434243,9.94E+17,_bmxxpnp,LUCKY JAEMIN PHOTOGRAPHER DEBUT,Positive
666,1.81E+18,Wed Jul 10 10:26:03 +0000 2024,0,หิ้วแล้วรอบแรกวันที่ 10 07 อาจจะมีเปิดเพิ่มนะคะ,1.81E+18,th,0,0,0,https://x.com/nanary_shop/status/1810983817802551421,1.41E+18,nanary_shop,Already carried the first round on 10-07. There may be more openings.,Positive
667,1.81E+18,Wed Jul 10 08:24:22 +0000 2024,2,คุณช่างภาพที่น่ารักและหล่อที่สุด แถมยังเป็นนายแบบได้อีกด้วย ลุคไหนก็เอาอยู่หมด ขี้โกงไปมะเนี่ย JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,9,https://x.com/_bmxxpnp/status/1810953195814015254,9.94E+17,_bmxxpnp,You are the cutest and most handsome photographer. He can also be a model. Any look can handle it all. What a cheat. JAEMIN PHOTOGRAPHER DEBUT,Positive
668,1.81E+18,Wed Jul 10 08:33:02 +0000 2024,0,รอบ 15 00 น ยิ้มหวานของแจมินเติมพลังให้นานะบารากิได้มากจริง ๆๆ ㅜ ㅜ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/mamixjuly_/status/1810955378856972583,1.46E+18,mamixjuly_,Round 3:00 p.m. Jaemin's sweet smile really energizes Nana Baraki ㅜ ㅜ JAEMIN PHOTOGRAPHER DEBUT,Positive
669,1.81E+18,Wed Jul 10 08:45:49 +0000 2024,7,재민이의 처음을 함께 해서 너무 행복해,1.81E+18,ko,0,0,0,https://x.com/jj2l423/status/1810958593166032955,1.78E+18,jj2l423,I’m so happy to be with Jaemin for his first time.,Positive
670,1.81E+18,Wed Jul 10 10:14:24 +0000 2024,11,มาส่งกำลังใจให้ อีกวัน JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,2,22,https://x.com/CQueenNomin/status/1810980888697839770,1.02E+18,CQueenNomin,Come send encouragement one more day. JAEMIN PHOTOGRAPHER DEBUT,Positive
671,1.81E+18,Wed Jul 10 08:32:21 +0000 2024,1,รีวิว lp ช่างภาพแจมิน เปิดมาหล่อตั้งแต่ปก เนื้อกระดาษฟีลกระดาษโฟโต้สีชัดฉ่ำ ขนาดใหญ่มากก ทุกรูปดีตาแตกแบบอยากอวดป้าข้างบ้าน JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,1,https://x.com/zebxq/status/1810955206764728827,9.22E+17,zebxq,"Review of lp photographer Jaemin, handsome from the cover. Photo paper with clear, juicy colors. Very large size. Every picture is good and makes you want to show off to the aunt next door. JAEMIN PHOTOGRAPHER DEBUT",Positive
672,1.81E+18,Wed Jul 10 09:21:07 +0000 2024,1,NARCISSISM ผมรักคุณ Photo by jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,2,https://x.com/teddyxyam/status/1810967477251199420,2987974920,teddyxyam,NARCISSISM I love you Photo by jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
673,1.81E+18,Wed Jul 10 08:43:58 +0000 2024,11,JAEMIN PHOTOBOOTH EVENT Embrace your NARCISSISM with Jaemin Photoframe by Loc Date On Posters [ ◉¯] ° let s celebrate Jaemin birthday together show me your sweetest smile while using this frame and don t forget to tag them on,1.81E+18,en,1,0,7,https://x.com/my43v4/status/1810958129158557766,1.68E+18,my43v4,JAEMIN PHOTOBOOTH EVENT Embrace your NARCISSISM with Jaemin Photoframe by Loc Date On Posters [ ◉¯] ° let s celebrate Jaemin birthday together show me your sweetest smile while using this frame and don t forget to tag them on,Positive
674,1.81E+18,Wed Jul 10 09:32:16 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/maejaems/status/1810970285258260845,1.64E+18,maejaems,JAEMIN PHOTOGRAPHER DEBUT,Positive
675,1.81E+18,Wed Jul 10 10:19:53 +0000 2024,1,Day 12 NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/mypinkki/status/1810982266287575234,1.70E+18,mypinkki,Day 12 NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,Positive
676,1.81E+18,Wed Jul 10 06:58:09 +0000 2024,181,นิทรรศการภาพถ่ายที่มีลูกเล่นกับสัมผัสทั้ง 5 Sight ภาพ วิดีโอ Hearing พากย์เสียง เพลงบรรเลง Taste special drink Touch เลนส์ส่องภาพ Smell perfume น่าจะจัดควบคู่กับดรีมทัวร์ ดรีมเส้นทั่วโลกควรได้สัมผัสงาน masterpiece นี้ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,445,https://x.com/g_eneglaer/status/1810931497584431227,3325143385,g_eneglaer,"A photography exhibition that has a play with all 5 senses, images, video, Hearing, voice-over, instrumental music, Taste special drink, Touch, photo lens, Smell perfume, should be organized in conjunction with the Dream Tour. Dreamers around the world should experience this masterpiece. JAEMIN PHOTOGRAPHER DEBUT",Positive
677,1.81E+18,Wed Jul 10 07:27:38 +0000 2024,2,เริ่ด ค่ายไม่ขายให้ ขายตัวเองไปเลยจ้าา ตัวลูกจะต้องแคร์ใคร JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,1,10,https://x.com/LitleJeam/status/1810938917308530755,3491853974,LitleJeam,"Great, the company won't sell it to you. Go ahead and sell yourself. Who must you care about? JAEMIN PHOTOGRAPHER DEBUT",Negative
678,1.81E+18,Wed Jul 10 06:56:28 +0000 2024,27,รับหิ้ว งานนิทรรศการแจมิน รับหิ้ว MD งานแจมินนะคะ มีรอบเข้างาน 13 07 🇹🇭 กลับไทย 14 07 นัดรับสยาม mrt พระราม 9 ได้วันที่ 15 07 หลัง 17 00 น รอของไม่นาน ส่งไปรเริ่มต้น 35 ฿ สนใจ DMได้เลยค่ะ ‍ ‍ ราคาตามรูปเลย,1.81E+18,th,0,7,13,https://x.com/wrtorn/status/1810931073494253779,2739208610,wrtorn,"Pick up and carry for Jaemin exhibition. Pick up and carry MD for Jaemin event. There is an entry time at 13 07 🇹🇭 Return to Thailand 14 07. Make an appointment to pick up at Siam MRT Rama 9 on 15 07 after 17:00. Wait for the item not long. Sent to you. Starting at 35 ฿. If interested, DM me. ‍ ‍ Price as shown in the picture.",Neutral
